,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,annual_salary,economic_impact
479,24,Yes,Travel_Frequently,1287,Research & Development,7,Bachelor’s Degree,Life Sciences,647,Low,Female,55,High,Entry-level,Laboratory Technician,High,Married,2886,14168,1,Yes,16,Satisfactory,Very High,1,6,4,High,6,3,1,2,34632,6822.504
480,30,Yes,Travel_Frequently,448,Sales,12,Master’s Degree,Life Sciences,648,Medium,Male,74,Medium,Entry-level,Sales Representative,Low,Married,2033,14470,1,No,18,Satisfactory,High,1,1,2,Very High,1,0,0,0,24396,3927.7560000000003
481,34,No,Travel_Rarely,254,Research & Development,1,Associate Degree,Life Sciences,649,Medium,Male,83,Medium,Entry-level,Research Scientist,Very High,Married,3622,22794,1,Yes,13,Satisfactory,Very High,1,6,3,High,6,5,1,3,43464,8562.408000000001
482,31,Yes,Travel_Rarely,1365,Sales,13,Master’s Degree,Medical,650,Medium,Male,46,High,Intermediate,Sales Executive,Low,Divorced,4233,11512,2,No,17,Satisfactory,High,0,9,2,Low,3,1,1,2,50796,10362.384
483,35,No,Travel_Rarely,538,Research & Development,25,Associate Degree,Other,652,Low,Male,54,Medium,Intermediate,Laboratory Technician,Very High,Single,3681,14004,4,No,14,Satisfactory,Very High,0,9,3,High,3,2,0,2,44172,8701.884
484,31,No,Travel_Rarely,525,Sales,6,Master’s Degree,Medical,653,Low,Male,66,Very High,Intermediate,Sales Executive,Very High,Divorced,5460,6219,4,No,22,Exceptional,Very High,2,13,4,Very High,7,7,5,7,65520,13366.08
485,27,No,Travel_Rarely,798,Research & Development,6,Master’s Degree,Medical,655,Low,Female,66,Medium,Entry-level,Research Scientist,High,Divorced,2187,5013,0,No,12,Satisfactory,High,2,6,5,Medium,5,3,0,3,26244,4225.284000000001
486,37,No,Travel_Rarely,558,Sales,2,Bachelor’s Degree,Marketing,656,Very High,Male,75,High,Intermediate,Sales Executive,High,Married,9602,3010,4,Yes,11,Satisfactory,High,1,17,3,Medium,3,0,1,0,115224,24197.04
487,20,No,Travel_Rarely,959,Research & Development,1,Bachelor’s Degree,Life Sciences,657,Very High,Female,83,Medium,Entry-level,Research Scientist,Medium,Single,2836,11757,1,No,13,Satisfactory,Very High,0,1,0,Very High,1,0,0,0,34032,6704.304
488,42,No,Travel_Rarely,622,Research & Development,2,Master’s Degree,Life Sciences,659,High,Female,81,High,Intermediate,Healthcare Representative,Very High,Married,4089,5718,1,No,13,Satisfactory,Medium,2,10,4,High,10,2,2,2,49068,9666.396
489,43,No,Travel_Rarely,782,Research & Development,6,Master’s Degree,Other,661,Medium,Male,50,Medium,Managerial,Research Director,Very High,Divorced,16627,2671,4,Yes,14,Satisfactory,High,1,21,3,Medium,1,0,0,0,199524,41900.04
490,38,No,Travel_Rarely,362,Research & Development,1,High School,Life Sciences,662,High,Female,43,High,Entry-level,Research Scientist,Low,Single,2619,14561,3,No,17,Satisfactory,Very High,0,8,3,Medium,0,0,0,0,31428,6191.316000000001
491,43,No,Travel_Frequently,1001,Research & Development,9,Doctorate,Medical,663,Very High,Male,72,High,Intermediate,Laboratory Technician,High,Divorced,5679,19627,3,Yes,13,Satisfactory,Medium,1,10,3,High,8,7,4,7,68148,13902.192
492,48,No,Travel_Rarely,1236,Research & Development,1,Master’s Degree,Life Sciences,664,Very High,Female,40,Medium,Managerial,Manager,Low,Married,15402,17997,7,No,11,Satisfactory,Low,1,21,3,Low,3,2,0,2,184824,38813.04
493,44,No,Travel_Rarely,1112,Human Resources,1,Master’s Degree,Life Sciences,665,Low,Female,50,Medium,Intermediate,Human Resources,High,Single,5985,26894,4,No,11,Satisfactory,Medium,0,10,1,Very High,2,2,0,2,71820,14651.279999999999
494,34,No,Travel_Rarely,204,Sales,14,Bachelor’s Degree,Technical Degree,666,High,Female,31,High,Entry-level,Sales Representative,High,Divorced,2579,2912,1,Yes,18,Satisfactory,Very High,2,8,3,High,8,2,0,6,30948,6096.756
495,27,Yes,Travel_Rarely,1420,Sales,2,High School,Marketing,667,High,Male,85,High,Entry-level,Sales Representative,Low,Divorced,3041,16346,0,No,11,Satisfactory,Medium,1,5,3,High,4,3,0,2,36492,7188.924
496,21,No,Travel_Rarely,1343,Sales,22,High School,Technical Degree,669,High,Male,49,High,Entry-level,Sales Representative,High,Single,3447,24444,1,No,11,Satisfactory,High,0,3,2,High,3,2,1,2,41364,8148.7080000000005
497,44,No,Travel_Rarely,1315,Research & Development,3,Master’s Degree,Other,671,Very High,Male,35,High,Executive,Manager,Very High,Married,19513,9358,4,Yes,12,Satisfactory,Low,1,26,2,Very High,2,2,0,1,234156,49172.759999999995
498,22,No,Travel_Rarely,604,Research & Development,6,High School,Medical,675,Low,Male,69,High,Entry-level,Research Scientist,High,Married,2773,12145,0,No,20,Exceptional,Very High,0,3,3,High,2,2,2,2,33276,6555.372
499,33,No,Travel_Rarely,1216,Sales,8,Master’s Degree,Marketing,677,High,Male,39,High,Intermediate,Sales Executive,High,Divorced,7104,20431,0,No,12,Satisfactory,Very High,0,6,3,High,5,0,1,2,85248,17902.079999999998
500,32,No,Travel_Rarely,646,Research & Development,9,Master’s Degree,Life Sciences,679,Low,Female,92,High,Intermediate,Research Scientist,Very High,Married,6322,18089,1,Yes,12,Satisfactory,Very High,1,6,2,Medium,6,4,0,5,75864,15931.439999999999
501,30,No,Travel_Frequently,160,Research & Development,3,Bachelor’s Degree,Medical,680,High,Female,71,High,Entry-level,Research Scientist,High,Divorced,2083,22653,1,No,20,Exceptional,High,1,1,2,High,1,0,0,0,24996,4024.356
502,53,No,Travel_Rarely,238,Sales,1,High School,Medical,682,Very High,Female,34,High,Intermediate,Sales Executive,Low,Single,8381,7507,7,No,20,Exceptional,Very High,0,18,2,Very High,14,7,8,10,100572,21120.12
503,34,No,Travel_Rarely,1397,Research & Development,1,Doctorate,Life Sciences,683,Medium,Male,42,High,Entry-level,Research Scientist,Very High,Married,2691,7660,1,No,12,Satisfactory,Very High,1,10,4,Medium,10,9,8,8,32292,6361.524
504,45,Yes,Travel_Frequently,306,Sales,26,Master’s Degree,Life Sciences,684,Low,Female,100,High,Intermediate,Sales Executive,Low,Married,4286,5630,2,No,14,Satisfactory,Very High,2,5,4,High,1,1,0,0,51432,10492.127999999999
505,26,No,Travel_Rarely,991,Research & Development,6,Bachelor’s Degree,Life Sciences,686,High,Female,71,High,Entry-level,Laboratory Technician,Very High,Married,2659,17759,1,Yes,13,Satisfactory,High,1,3,2,High,3,2,0,2,31908,6285.876
506,37,No,Travel_Rarely,482,Research & Development,3,Bachelor’s Degree,Other,689,High,Male,36,High,Supervisory,Manufacturing Director,High,Married,9434,9606,1,No,15,Satisfactory,High,1,10,2,High,10,7,7,8,113208,23773.68
507,29,No,Travel_Rarely,1176,Sales,3,Associate Degree,Medical,690,Medium,Female,62,High,Intermediate,Sales Executive,High,Married,5561,3487,1,No,14,Satisfactory,Low,1,6,5,Medium,6,0,1,2,66732,13613.328
508,35,No,Travel_Rarely,1017,Research & Development,6,Master’s Degree,Life Sciences,691,Medium,Male,82,Low,Intermediate,Research Scientist,Very High,Single,6646,19368,1,No,13,Satisfactory,Medium,0,17,3,High,17,11,11,8,79752,16747.92
509,33,No,Travel_Frequently,1296,Research & Development,6,Bachelor’s Degree,Life Sciences,692,High,Male,30,High,Intermediate,Healthcare Representative,Very High,Divorced,7725,5335,3,No,23,Exceptional,High,1,15,2,Low,13,11,4,7,92700,19467.0
510,54,No,Travel_Rarely,397,Human Resources,19,Master’s Degree,Medical,698,High,Male,88,High,Supervisory,Human Resources,Medium,Married,10725,6729,2,No,15,Satisfactory,High,1,16,1,Very High,9,7,7,1,128700,27027.0
511,36,No,Travel_Rarely,913,Research & Development,9,Associate Degree,Medical,699,Medium,Male,48,Medium,Intermediate,Manufacturing Director,Medium,Divorced,8847,13934,2,Yes,11,Satisfactory,High,1,13,2,High,3,2,0,2,106164,22294.44
512,27,No,Travel_Rarely,1115,Research & Development,3,Master’s Degree,Medical,700,Low,Male,54,Medium,Entry-level,Research Scientist,Very High,Single,2045,15174,0,No,13,Satisfactory,Very High,0,5,0,High,4,2,1,1,24540,3950.94
513,20,Yes,Travel_Rarely,1362,Research & Development,10,High School,Medical,701,Very High,Male,32,High,Entry-level,Research Scientist,High,Single,1009,26999,1,Yes,11,Satisfactory,Very High,0,1,5,High,1,0,1,1,12108,1949.3880000000001
514,33,Yes,Travel_Frequently,1076,Research & Development,3,Bachelor’s Degree,Life Sciences,702,Low,Male,70,High,Entry-level,Research Scientist,Low,Single,3348,3164,1,Yes,11,Satisfactory,Low,0,10,3,High,10,8,9,7,40176,7914.6720000000005
515,35,No,Non-Travel,727,Research & Development,3,Bachelor’s Degree,Life Sciences,704,High,Male,41,Medium,Entry-level,Laboratory Technician,High,Married,1281,16900,1,No,18,Satisfactory,High,2,1,3,High,1,0,0,0,15372,2474.8920000000003
516,23,No,Travel_Rarely,885,Research & Development,4,Bachelor’s Degree,Medical,705,Low,Male,58,Very High,Entry-level,Research Scientist,Low,Married,2819,8544,2,No,16,Satisfactory,Low,1,5,3,Very High,3,2,0,2,33828,6664.116
517,25,No,Travel_Rarely,810,Sales,8,Bachelor’s Degree,Life Sciences,707,Very High,Male,57,Very High,Intermediate,Sales Executive,Medium,Married,4851,15678,0,No,22,Exceptional,High,1,4,4,High,3,2,1,2,58212,11875.248
518,38,No,Travel_Rarely,243,Sales,7,Master’s Degree,Marketing,709,Very High,Female,46,Medium,Intermediate,Sales Executive,Very High,Single,4028,7791,0,No,20,Exceptional,Low,0,8,2,High,7,7,0,5,48336,9522.192000000001
519,29,No,Travel_Frequently,806,Research & Development,1,Master’s Degree,Life Sciences,710,Medium,Male,76,Low,Entry-level,Research Scientist,Very High,Divorced,2720,18959,1,No,18,Satisfactory,Very High,1,10,5,High,10,7,2,8,32640,6430.08
520,48,No,Travel_Rarely,817,Sales,2,High School,Marketing,712,Medium,Male,56,Very High,Intermediate,Sales Executive,Medium,Married,8120,18597,3,No,12,Satisfactory,Very High,0,12,3,High,2,2,2,2,97440,20462.399999999998
521,27,No,Travel_Frequently,1410,Sales,3,High School,Medical,714,Very High,Female,71,Very High,Intermediate,Sales Executive,Very High,Divorced,4647,16673,1,Yes,20,Exceptional,Medium,2,6,3,High,6,5,0,4,55764,11375.856
522,37,No,Travel_Rarely,1225,Research & Development,10,Associate Degree,Life Sciences,715,Very High,Male,80,Very High,Entry-level,Research Scientist,Very High,Single,4680,15232,3,No,17,Satisfactory,Low,0,4,2,High,1,0,0,0,56160,11456.64
523,50,No,Travel_Rarely,1207,Research & Development,28,High School,Medical,716,Very High,Male,74,Very High,Entry-level,Laboratory Technician,High,Married,3221,3297,1,Yes,11,Satisfactory,High,3,20,3,High,20,8,3,8,38652,7614.444
524,34,No,Travel_Rarely,1442,Research & Development,9,Bachelor’s Degree,Medical,717,Very High,Female,46,Medium,Supervisory,Healthcare Representative,Medium,Single,8621,17654,1,No,14,Satisfactory,Medium,0,9,3,Very High,8,7,7,7,103452,21724.92
525,24,Yes,Travel_Rarely,693,Sales,3,Associate Degree,Life Sciences,720,Low,Female,65,High,Intermediate,Sales Executive,High,Single,4577,24785,9,No,14,Satisfactory,Low,0,4,3,High,2,2,2,0,54924,11204.496
526,39,No,Travel_Rarely,408,Research & Development,2,Master’s Degree,Technical Degree,721,Very High,Female,80,Medium,Intermediate,Healthcare Representative,High,Single,4553,20978,1,No,11,Satisfactory,Low,0,20,4,High,20,7,11,10,54636,11145.743999999999
527,32,No,Travel_Rarely,929,Sales,10,Bachelor’s Degree,Marketing,722,Very High,Male,55,High,Intermediate,Sales Executive,Very High,Single,5396,21703,1,No,12,Satisfactory,Very High,0,10,2,Medium,10,7,0,8,64752,13209.408
528,50,Yes,Travel_Frequently,562,Sales,8,Associate Degree,Technical Degree,723,Medium,Male,50,High,Intermediate,Sales Executive,High,Married,6796,23452,3,Yes,14,Satisfactory,Low,1,18,4,High,4,3,1,3,81552,17125.92
529,38,No,Travel_Rarely,827,Research & Development,1,Master’s Degree,Life Sciences,724,Medium,Female,33,Very High,Intermediate,Healthcare Representative,Very High,Single,7625,19383,0,No,13,Satisfactory,High,0,10,4,Medium,9,7,1,8,91500,19215.0
530,27,No,Travel_Rarely,608,Research & Development,1,Associate Degree,Life Sciences,725,High,Female,68,High,Supervisory,Manufacturing Director,Low,Married,7412,6009,1,No,11,Satisfactory,Very High,0,9,3,High,9,7,0,7,88944,18678.239999999998
531,32,No,Travel_Rarely,1018,Research & Development,3,Associate Degree,Life Sciences,727,High,Female,39,High,Supervisory,Research Director,Very High,Single,11159,19373,3,No,15,Satisfactory,Very High,0,10,6,High,7,7,7,7,133908,28120.68
532,47,No,Travel_Rarely,703,Sales,14,Master’s Degree,Marketing,728,Very High,Male,42,High,Intermediate,Sales Executive,Low,Single,4960,11825,2,No,12,Satisfactory,Very High,0,20,2,High,7,7,1,7,59520,12142.08
533,40,No,Travel_Frequently,580,Sales,5,Master’s Degree,Life Sciences,729,Very High,Male,48,Medium,Supervisory,Sales Executive,Low,Married,10475,23772,5,Yes,21,Exceptional,High,1,20,2,High,18,13,1,12,125700,26397.0
534,53,No,Travel_Rarely,970,Research & Development,7,Bachelor’s Degree,Life Sciences,730,High,Male,59,Very High,Managerial,Research Director,High,Married,14814,13514,3,No,19,Satisfactory,High,0,32,3,High,5,1,1,3,177768,37331.28
535,41,No,Travel_Rarely,427,Human Resources,10,Master’s Degree,Human Resources,731,Medium,Male,73,Medium,Executive,Manager,Very High,Divorced,19141,8861,3,No,15,Satisfactory,Medium,3,23,2,Medium,21,6,12,6,229692,48235.32
536,60,No,Travel_Rarely,1179,Sales,16,Master’s Degree,Marketing,732,Low,Male,84,High,Intermediate,Sales Executive,Low,Single,5405,11924,8,No,14,Satisfactory,Very High,0,10,1,High,2,2,2,2,64860,13231.439999999999
537,27,No,Travel_Frequently,294,Research & Development,10,Associate Degree,Life Sciences,733,Very High,Male,32,High,Supervisory,Manufacturing Director,Low,Divorced,8793,4809,1,No,21,Exceptional,High,2,9,4,Medium,9,7,1,7,105516,22158.36
538,41,No,Travel_Rarely,314,Human Resources,1,Bachelor’s Degree,Human Resources,734,Very High,Male,59,Medium,Executive,Manager,High,Married,19189,19562,1,No,12,Satisfactory,Medium,1,22,3,High,22,7,2,10,230268,48356.28
539,50,No,Travel_Rarely,316,Sales,8,Master’s Degree,Marketing,738,Very High,Male,54,High,Entry-level,Sales Representative,Medium,Married,3875,9983,7,No,15,Satisfactory,Very High,1,4,2,High,2,2,2,2,46500,9160.5
540,28,Yes,Travel_Rarely,654,Research & Development,1,Associate Degree,Life Sciences,741,Low,Female,67,Low,Entry-level,Research Scientist,Medium,Single,2216,3872,7,Yes,13,Satisfactory,Very High,0,10,4,High,7,7,3,7,26592,4281.312
541,36,No,Non-Travel,427,Research & Development,8,Bachelor’s Degree,Life Sciences,742,Low,Female,63,Very High,Supervisory,Research Director,Low,Married,11713,20335,9,No,14,Satisfactory,Low,1,10,2,High,8,7,0,5,140556,29516.76
542,38,No,Travel_Rarely,168,Research & Development,1,Bachelor’s Degree,Life Sciences,743,High,Female,81,High,Supervisory,Manufacturing Director,High,Single,7861,15397,4,Yes,14,Satisfactory,Very High,0,10,4,Very High,1,0,0,0,94332,19809.719999999998
543,44,No,Non-Travel,381,Research & Development,24,Bachelor’s Degree,Medical,744,Low,Male,49,Low,Entry-level,Laboratory Technician,High,Single,3708,2104,2,No,14,Satisfactory,High,0,9,5,High,5,2,1,4,44496,8765.712
544,47,No,Travel_Frequently,217,Sales,3,Bachelor’s Degree,Medical,746,Very High,Female,49,High,Managerial,Sales Executive,High,Divorced,13770,10225,9,Yes,12,Satisfactory,Very High,2,28,2,Medium,22,2,11,13,165240,34700.4
545,30,No,Travel_Rarely,501,Sales,27,Doctorate,Marketing,747,High,Male,99,High,Intermediate,Sales Executive,Very High,Divorced,5304,25275,7,No,23,Exceptional,Very High,1,10,2,Medium,8,7,7,7,63648,12984.192
546,29,No,Travel_Rarely,1396,Sales,10,Bachelor’s Degree,Life Sciences,749,High,Male,99,High,Entry-level,Sales Representative,High,Single,2642,2755,1,No,11,Satisfactory,High,0,1,6,High,1,0,0,0,31704,6245.688
547,42,Yes,Travel_Frequently,933,Research & Development,19,Bachelor’s Degree,Medical,752,High,Male,57,Very High,Entry-level,Research Scientist,High,Divorced,2759,20366,6,Yes,12,Satisfactory,Very High,0,7,2,High,2,2,2,2,33108,6522.276
548,43,No,Travel_Frequently,775,Sales,15,Bachelor’s Degree,Life Sciences,754,Very High,Male,47,Medium,Intermediate,Sales Executive,Very High,Married,6804,23683,3,No,18,Satisfactory,High,1,7,5,High,2,2,2,2,81648,17146.079999999998
549,34,No,Travel_Rarely,970,Research & Development,8,Associate Degree,Medical,757,Medium,Female,96,High,Intermediate,Healthcare Representative,High,Single,6142,7360,3,No,11,Satisfactory,Very High,0,10,2,High,5,1,4,3,73704,15035.615999999998
550,23,No,Travel_Rarely,650,Research & Development,9,High School,Medical,758,Medium,Male,37,High,Entry-level,Laboratory Technician,Low,Married,2500,4344,1,No,14,Satisfactory,Very High,1,5,2,Very High,4,3,0,2,30000,4830.0
551,39,No,Travel_Rarely,141,Human Resources,3,Bachelor’s Degree,Human Resources,760,High,Female,44,Very High,Intermediate,Human Resources,Medium,Married,6389,18767,9,No,15,Satisfactory,High,1,12,3,Low,8,3,3,6,76668,16100.279999999999
552,56,No,Travel_Rarely,832,Research & Development,9,Bachelor’s Degree,Medical,762,High,Male,81,High,Managerial,Healthcare Representative,Very High,Married,11103,20420,7,No,11,Satisfactory,High,0,30,1,Medium,10,7,1,1,133236,27979.559999999998
553,40,No,Travel_Rarely,804,Research & Development,2,High School,Medical,763,Very High,Female,86,Medium,Entry-level,Research Scientist,Very High,Single,2342,22929,0,Yes,20,Exceptional,Very High,0,5,2,Medium,4,2,2,3,28104,4524.744
554,27,No,Travel_Rarely,975,Research & Development,7,Bachelor’s Degree,Medical,764,Very High,Female,55,Medium,Intermediate,Healthcare Representative,Low,Single,6811,23398,8,No,19,Satisfactory,Low,0,9,2,Low,7,6,0,7,81732,17163.72
555,29,No,Travel_Rarely,1090,Sales,10,Bachelor’s Degree,Marketing,766,Very High,Male,83,High,Entry-level,Sales Representative,Medium,Divorced,2297,17967,1,No,14,Satisfactory,Very High,2,2,2,High,2,2,2,2,27564,4437.804
556,53,No,Travel_Rarely,346,Research & Development,6,Bachelor’s Degree,Life Sciences,769,Very High,Male,86,High,Intermediate,Laboratory Technician,Very High,Single,2450,10919,2,No,17,Satisfactory,Very High,0,19,4,High,2,2,2,2,29400,4733.400000000001
557,35,No,Non-Travel,1225,Research & Development,2,Master’s Degree,Life Sciences,771,Very High,Female,61,High,Intermediate,Healthcare Representative,Low,Divorced,5093,4761,2,No,11,Satisfactory,Low,1,16,2,Very High,1,0,0,0,61116,12467.663999999999
558,32,No,Travel_Frequently,430,Research & Development,24,Master’s Degree,Life Sciences,772,Low,Male,80,High,Intermediate,Laboratory Technician,Very High,Married,5309,21146,1,No,15,Satisfactory,Very High,2,10,2,High,10,8,4,7,63708,12996.431999999999
559,38,No,Travel_Rarely,268,Research & Development,2,Doctorate,Medical,773,Very High,Male,92,High,Entry-level,Research Scientist,High,Married,3057,20471,6,Yes,13,Satisfactory,Medium,1,6,0,Low,1,0,0,1,36684,7226.7480000000005
560,34,No,Travel_Rarely,167,Research & Development,8,Doctorate,Life Sciences,775,Medium,Female,32,High,Intermediate,Manufacturing Director,Low,Divorced,5121,4187,3,No,14,Satisfactory,High,1,7,3,High,0,0,0,0,61452,12536.207999999999
561,52,No,Travel_Rarely,621,Sales,3,Master’s Degree,Marketing,776,High,Male,31,Medium,Managerial,Manager,Low,Married,16856,10084,1,No,11,Satisfactory,Low,0,34,3,Very High,34,6,1,16,202272,42477.119999999995
562,33,Yes,Travel_Rarely,527,Research & Development,1,Master’s Degree,Other,780,Very High,Male,63,High,Entry-level,Research Scientist,Very High,Single,2686,5207,1,Yes,13,Satisfactory,High,0,10,2,Medium,10,9,7,8,32232,6349.704000000001
563,25,No,Travel_Rarely,883,Sales,26,High School,Medical,781,High,Female,32,High,Intermediate,Sales Executive,Very High,Single,6180,22807,1,No,23,Exceptional,Medium,0,6,5,Medium,6,5,1,4,74160,15128.64
